     0.99499702	    0.27656014	   -0.65203855	      269.3437
     0.97998786	    0.97546476	    -1.2011712	     268.11908
     0.94994986	     0.4694373	    -1.1283166	     266.21102
     0.89988095	   -0.06651787	   -0.67862393	     262.78482
     0.82977045	   -0.16513749	    -1.0388164	     259.02247
     0.74467617	   -0.31278632	   -0.58039194	     254.61767
      0.6573149	    0.56992779	   -0.06367105	     250.22103
     0.57559437	      1.302447	    0.11305845	     245.08508
     0.50147766	     1.9498177	  0.0041159862	     239.02584
     0.43846756	     2.5677082	   -0.23461483	      232.8228
     0.38699904	     2.9105484	   -0.74110351	     226.92044
     0.34457713	     2.9703509	   -0.92268142	     222.02098
     0.30920437	     2.7827479	   -0.69529212	     218.70505
     0.27848935	     2.2406074	   -0.54266642	      218.0096
     0.25082842	     1.9204393	   -0.44192766	     219.78067
     0.22591649	     1.8536436	   -0.37877627	     222.93248
     0.20347375	     2.0182193	  -0.071981843	     225.96591
     0.18326037	     2.2427018	  -0.021145784	     227.74236
     0.16506134	     2.4029826	   0.069959127	     228.63554
     0.14866658	     1.9713687	    0.12231402	     229.33499
     0.13389643	     1.4307504	   0.051353458	     230.17824
     0.12059575	    0.94167251	    0.24860294	     230.78319
      0.1086197	     0.4775205	    0.43311176	     230.96525
    0.097832143	    0.19820656	    0.38463679	     231.17857
    0.088112824	  -0.088289892	    0.39083661	     231.74505
    0.079360679	   -0.50100914	    0.34663555	     232.41431
    0.071477734	   -0.87962125	     0.3564763	     233.02755
    0.064377554	    -1.2827971	    0.45061738	     233.37433
    0.057983134	    -1.6318932	    0.56117597	     233.47262
    0.052224007	    -2.0756437	    0.67188062	     233.46025
    0.047036693	    -2.5772851	    0.79202741	     233.43686
    0.042364717	    -3.1962689	    0.89737306	     233.50074
     0.03815658	    -3.9170762	    0.96435957	     233.73159
    0.034366317	    -4.7041898	     0.9756249	     234.13614
     0.03095293	    -5.5289282	    0.92334773	     234.69353
    0.027878428	    -6.2862237	    0.80064515	     235.38128
     0.02510933	    -6.9729078	    0.70694178	     236.13883
    0.022615138	    -7.5362642	    0.62817818	     236.89399
    0.020368876	     -8.049891	    0.60256633	     237.58688
    0.018345525	    -8.5266892	    0.65489836	     238.17394
    0.016523127	    -8.9945804	    0.75191327	     238.70865
    0.014882158	     -9.455472	    0.84619869	     239.32262
    0.013403635	     -9.910596	    0.94591081	      240.0951
    0.012072072	    -10.323745	      1.042097	     241.08821
    0.010872961	    -10.716306	     1.1192733	     242.35674
   0.0097930664	    -11.070717	     1.1294662	     243.94103
     0.00882053	    -11.372865	     1.0555784	     245.83678
   0.0079444153	    -11.677822	    0.91645139	     247.94257
   0.0071552712	    -12.032192	    0.72418707	     250.13153
   0.0064445031	    -12.471346	    0.46716081	     252.32644
   0.0058044116	    -13.023322	    0.18178557	      254.5446
   0.0052278987	    -13.703022	  -0.069778405	     256.83769
   0.0047086179	    -14.452271	   -0.20636198	     259.24976
   0.0042409203	    -15.257746	   -0.18004376	     261.79283
    0.003819657	    -16.024512	      0.047666	     264.41192
   0.0034402306	    -16.741693	    0.38854111	     267.00461
   0.0030985421	    -17.413643	    0.78748777	     269.40134
   0.0027907917	    -18.217375	     1.0938002	     271.62745
   0.0025135821	    -19.226497	     1.3869943	     273.80163
   0.0022629511	     -20.51789	     1.6674664	     275.97484
   0.0020346034	    -21.722345	     2.1636955	     278.17958
   0.0018250917	    -22.322897	     2.9500852	      280.5555
   0.0016317702	    -22.211854	     2.6064902	     282.76067
    0.001452488	    -22.478147	     2.0803068	     284.63913
   0.0012853967	    -23.523378	    0.89247898	     286.44636
   0.0011291988	    -25.575978	     1.0051031	     287.07922
  0.00098290795	    -26.450671	 -0.0049264696	     282.69756
  0.00084573968	    -29.795345	    -1.1167758	     280.71212
  0.00071723427	     -34.74718	    -1.3778338	     279.02304
  0.00059721689	     -36.57569	    -1.9179866	     277.15298
  0.00048580286	    -36.460853	      3.359868	     273.43845
  0.00038272148	    -39.707589	   -0.41484984	     269.15779
  0.00028922365	    -39.599284	   -0.65184263	     263.07145
  0.00020815496	    -43.587411	   -0.88929116	     253.07672
  0.00014148573	    -46.601138	    -2.1059948	     240.30093
  8.9936293e-05	    -52.288005	     2.9984216	     223.67752
  5.2853731e-05	    -59.337167	     4.4732957	     205.31943
  2.8338249e-05	    -65.671508	     11.141676	     183.04675
  1.3648159e-05	    -57.254438	     12.793205	     162.28357
  3.5565392e-06	    -10.961972	   -0.64280018	     160.56197
